place,Lat,Long,OverallAverage,September,October,November,December,January,February,March,April
12912,28.59549579,77.21174052,104.9175049,47.2,136.9333333,149.0196078,169.3978495,158.2033898,92.52525253,49.72727273,36.33333333
12913,28.59149579,77.21174052,107.1911614,54.51401869,158,158.8787879,166.4,160.0686275,81.275,57.89285714,20.5
12914,28.58749579,77.21174052,103.0703746,53.04237288,105.5384615,149.8192771,152.1037736,218.9078341,82.89502762,41.40625,20.85
12915,28.58349579,77.21174052,82.35907089,50.00917431,90.19047619,128.4444444,132.0990099,126.0394737,76.85665529,32.58333333,22.65
12916,28.57949579,77.21174052,83.29233341,48.39240506,89.28,139.68,135.4337349,132.0493827,72.16981132,33.93333333,15.4
12917,28.57549579,77.21174052,74.07937332,44.859375,77.34615385,127.5079365,124.0804598,112.2638037,49.91549296,37.25,19.41176471
12918,28.57149579,77.21174052,134.4,41,136,,234,193,,68,
12919,28.56749579,77.21174052,74.20032977,45.29487179,76.63492063,123.5777778,129.1981132,103.931677,75.44444444,31.33333333,8.1875
12923,28.55149579,77.21174052,52,,,,,,,52,
12924,28.54749579,77.21174052,50,,,,,,,50,
12925,28.54349579,77.21174052,68.55654762,55,66.28571429,89.25,132,88.25,78.66666667,31,8
12931,28.51949579,77.21174052,192,,192,,,,,,
13001,28.72149579,77.21520463,125.8220238,51.66666667,165.6666667,263.1428571,217.6,111,102,53.5,42
13002,28.71749579,77.21520463,59.51919777,,86,,65.14285714,,,42.55555556,44.37837838
13003,28.71349579,77.21520463,58.56111112,16.66666667,133.4166667,,73.22222222,,,48.85,20.65
13004,28.70949579,77.21520463,84.10190476,22.2,91,,88.33333333,157,159,44.68,26.5
13008,28.69349579,77.21520463,196.6190476,,,,196.6190476,,,,
13013,28.67349579,77.21520463,167.7006803,,381.3333333,353,110.5,184.5,75.57142857,34,35
13014,28.66949579,77.21520463,71.33333333,43.33333333,,,,162.3333333,92,36,23
13015,28.66549579,77.21520463,82.53367683,37.8,120.5,59.61904762,161.4347826,136.2727273,73.64285714,45.6,25.4
13016,28.66149579,77.21520463,106.1641157,69.85714286,,124.75,189.875,193.5,100.6666667,37,27.5
13020,28.64549579,77.21520463,41.02928572,30.89,64,71,,,48,22,10.28571429
13022,28.63749579,77.21520463,142.1666667,,241,,,154,,,31.5
13023,28.63349579,77.21520463,108.1527778,63,101,,241.6666667,188.75,,29,25.5
13024,28.62949579,77.21520463,88.80381944,31.22222222,121.5833333,90,192,176.125,32.5,44,23
13025,28.62549579,77.21520463,86.85364584,39.0625,120.1,131.75,118,203.6666667,26.5,33,22.75
13026,28.62149579,77.21520463,89.76394885,53.625,83.96551724,125.1372549,163.5932203,144.2777778,83.84615385,36.66666667,27
13027,28.61749579,77.21520463,74.57125015,54.42857143,87.68421053,88.54545455,154,91,58.41176471,51,11.5
13028,28.61349579,77.21520463,29,,,,29,,,,
13029,28.60949579,77.21520463,177.3233333,,,,194.75,196.22,141,,
13031,28.60149579,77.21520463,148.3333333,,,,142,148,155,,
13032,28.59749579,77.21520463,47,40,,,,,54,,
13033,28.59349579,77.21520463,94.48148148,51.5,,,154,115.5,56.92592593,,
13034,28.58949579,77.21520463,62.98294629,53.19444444,74.85714286,104.3611111,90.9787234,89.2,52.23076923,19.24137931,19.8
13035,28.58549579,77.21520463,57.01666667,35,,90,,100.5,42.6,44,30
13036,28.58149579,77.21520463,330,,,330,,,,,
13038,28.57349579,77.21520463,74.33333333,,74.33333333,,,,,,
13039,28.56949579,77.21520463,83.79849201,45.48571429,87.87341772,145.7878788,129.0522388,132.6888889,90.46987952,29.70491803,9.325
13046,28.54149579,77.21520463,70.97619047,47.85714286,100.8333333,68,94.5,75.66666667,39,,
13120,28.72349579,77.21866873,108.8055556,69.33333333,204.5,171.3333333,176.6666667,80.5,113.1111111,35,20
13121,28.71949579,77.21866873,149.7571429,53,363,185.8,221.5,,90.5,54.5,80
13127,28.69549579,77.21866873,110.1428572,34,,,186.2857143,,,,
13128,28.69149579,77.21866873,174,,,,174,,,,
13131,28.67949579,77.21866873,150.4126984,,313,190.4761905,101,121.5,140.5,,36
13132,28.67549579,77.21866873,120.3095238,,309.5,196.5,100,92.33333333,93.83333333,30,20
13133,28.67149579,77.21866873,75.5,,,,84,,106,,36.5
13134,28.66749579,77.21866873,91.06822627,31.77777778,140.6666667,131.9166667,134.5714286,131.8571429,73.23529412,60.33333333,24.1875
13135,28.66349579,77.21866873,83.96505669,28.83333333,,167,139.9642857,140.48,42.2,39.5,29.77777778
13140,28.64349579,77.21866873,116.5285714,100.2,108.3333333,191.8333333,292,,54.25,32.66666667,36.41666667
13142,28.63549579,77.21866873,114.1666667,70.33333333,150.5,,201,181.1666667,59,,23
13143,28.63149579,77.21866873,54.45619946,47,86,84,,77,28.69339623,30.5,28
13144,28.62749579,77.21866873,29.12962963,38,,,,,20.25925926,,
13145,28.62349579,77.21866873,43.18965517,,,,,,43.18965517,,
13146,28.61949579,77.21866873,94.08277251,49.60869565,149.6979866,120.0416667,143.9821429,170.6923077,67.38938053,41.75,9.5
13147,28.61549579,77.21866873,145.4730159,,,,215.8,173.3333333,47.28571429,,
13148,28.61149579,77.21866873,61.34086629,32.66666667,,,,105,46.3559322,,
13149,28.60749579,77.21866873,67.594375,39,64.5,,70,114.8,49.671875,,
13150,28.60349579,77.21866873,60.875,35,,,95,70,43.5,,
13151,28.59949579,77.21866873,73.43788157,51,87.66666667,,110.75,120.1666667,50.04395604,21,
13152,28.59549579,77.21866873,63.36,,72,,,,54.72,,
13153,28.59149579,77.21866873,63.90703567,48.45454545,87.8125,91.83333333,115.0625,73.30769231,55.5,29,10.28571429
13154,28.58749579,77.21866873,75,,,,,,147,26,52
13155,28.58349579,77.21866873,45,45,,,,,,,
13159,28.56749579,77.21866873,85.57342812,48.42372881,87.85714286,141.6530612,134.1066667,141.9777778,87.89285714,28.14285714,14.53333333
13165,28.54349579,77.21866873,70.57430555,46.44444444,102.3333333,106.4,103.5,83.06666667,67.6,33,22.25
13241,28.72149579,77.22213283,102.4254808,49,77,204.1538462,210.25,70.75,100.25,56,52
13242,28.71749579,77.22213283,85.375,,58,189,,,62,32.5,
13246,28.70149579,77.22213283,379,,379,,,,,,
13247,28.69749579,77.22213283,88.16666667,,,130,130,,62.16666667,,30.5
13248,28.69349579,77.22213283,141.3084721,,352.3333333,183.2222222,183.8235294,89.66666667,120.9230769,35.33333333,23.85714286
13249,28.68949579,77.22213283,73.84557119,38.5,,118.3333333,101.2857143,79.20437956,70.25,35.5,
13250,28.68549579,77.22213283,148.3571429,,341.6666667,206.8333333,181.8888889,127,125.1111111,33.5,22.5
13251,28.68149579,77.22213283,134.6358543,,340.8333333,134.2941176,182.8235294,108,123,30,23.5
13252,28.67749579,77.22213283,130.874031,,347.6666667,259.5348837,91,48.66666667,106.75,34,28.5
13254,28.66949579,77.22213283,91.5578125,31,84,125.5625,166.625,173,87.4,40.75,24.125
13255,28.66549579,77.22213283,122.6650878,54.77777778,187.8461538,212.4396552,183.5238095,171.0183486,102.9111111,39.25,29.55384615
13256,28.66149579,77.22213283,129.7872014,46.59090909,171.828125,243.6629213,210.1451613,152.4117647,139.3611111,39.83333333,34.46428571
13260,28.64549579,77.22213283,97.70070347,61.85714286,117.75,193.5,211.6666667,96.25,56,29.4,15.18181818
13261,28.64149579,77.22213283,106.4584668,56.30434783,125.2727273,188.5454545,220.5660377,162.3125,41.5,44.66666667,12.5
13262,28.63749579,77.22213283,110.2409091,50.06666667,157.2121212,87.5,193.6666667,145,,,28
13263,28.63349579,77.22213283,62.42364672,61.23076923,106,,,123.2,35.11111111,28.5,20.5
13264,28.62949579,77.22213283,55.68781662,39.375,68.5,63.5,,123.6666667,52.10638298,21,21.66666667
13265,28.62549579,77.22213283,143.3333333,41.33333333,,144,177,211,,,
13266,28.62149579,77.22213283,76.43811552,51.23076923,77.38,106.3548387,132.7777778,100.8,75.96153846,59,8
13267,28.61749579,77.22213283,76,,,76,,,,,
13271,28.60149579,77.22213283,41.33018868,,45.66037736,37,,,,,
13272,28.59749579,77.22213283,92.1875,,66.25,,,106.5,157.5,38.5,
13273,28.59349579,77.22213283,148,,,50,,359,,35,
13274,28.58949579,77.22213283,77.26697805,43.078125,91.82716049,131.0985915,122.2298851,100.1272727,86.41935484,23.63043478,19.725
13279,28.56949579,77.22213283,105.5762578,48.66019417,86.81333333,132.7070707,243.8016529,153.7424242,136.2279793,29.58333333,13.07407407
13286,28.54149579,77.22213283,61.98715042,42.14814815,69,77.5,58,79.5,75,,32.76190476
13361,28.71949579,77.22559693,96.37657967,62.5,109,187.7333333,190.75,43,92.07692308,54.28571429,31.66666667
13362,28.71549579,77.22559693,126.9215774,63.66666667,195.3333333,233.2,285.7261905,79,94,43.875,20.57142857
13363,28.71149579,77.22559693,94.82142858,56.83333333,81.5,212.6,167.8571429,70,66.4,69.71428571,33.66666667
13364,28.70749579,77.22559693,56.78571429,59,83,80,,72,26,55,22.5
13365,28.70349579,77.22559693,49.85135135,,,,,64.5,46.05405405,39,
13366,28.69949579,77.22559693,129.9190476,,188.5,164.6,265,65,160,32,34.33333333
13367,28.69549579,77.22559693,121.931746,,231.4,170.3333333,172,85.75,123.65,42.5,27.88888889
13368,28.69149579,77.22559693,101.55,,,168,,64,152.2,,22
13369,28.68749579,77.22559693,216,,,216,,,,,
13371,28.67949579,77.22559693,206.5633333,,339.6666667,192.4,223.75,136.5,140.5,,
13372,28.67549579,77.22559693,184.271605,,,198.6666667,193.4814815,,160.6666667,,
13373,28.67149579,77.22559693,119.0823171,46.75,,,191.4146341,,,,
13374,28.66749579,77.22559693,114.9637366,49.65079365,122.9043478,205.2654028,196.0098039,190.5955056,89.06282723,37.44848485,28.77272727
13376,28.65949579,77.22559693,116.8676801,56.85,104.4747475,190.2105263,216.2568306,147.6797386,148.6851852,41.69230769,29.09210526
13380,28.64349579,77.22559693,98.49494711,67.34848485,107.7894737,134.2083333,205.1111111,159.5,65.35,33,15.65217391
13381,28.63949579,77.22559693,114.4769098,74.81538462,209.6171429,181,207,134.9160839,42,34.66666667,31.8
13382,28.63549579,77.22559693,69,69,,,,,,,
13383,28.63149579,77.22559693,45,,,,,,45,,
13384,28.62749579,77.22559693,61,,,,,56,66,,
13385,28.62349579,77.22559693,93.31305206,51.55319149,82.15789474,114.5578947,149.109375,210.0533333,79.47272727,45.6,14
13386,28.61949579,77.22559693,139.7,106,,145.5,,204.5,102.8,,
13387,28.61549579,77.22559693,191.3333333,,,191.3333333,,,,,
13388,28.61149579,77.22559693,100.6666667,,,215,,,72,,15
13389,28.60749579,77.22559693,121.6666667,100,,132.5,,132.5,,,
13390,28.60349579,77.22559693,76.125,102,67.5,48,,,87,,
13391,28.59949579,77.22559693,129.1666667,,74,152.5,,,161,,
13393,28.59149579,77.22559693,94.59212725,52.7721519,127.7368421,129.7912088,173.631068,129.9666667,89.67241379,29.88095238,23.28571429
13398,28.57149579,77.22559693,106.047619,48.33333333,160.75,151.3333333,167.5,131.25,55.5,27.66666667,
13399,28.56749579,77.22559693,88.30743255,51.45641026,92.92397661,129.7735849,140.396,156.013986,85.63779528,36.56382979,13.69387755
13400,28.56349579,77.22559693,48,,,,,,,48,
13405,28.54349579,77.22559693,70.24779657,43.05263158,80.4375,78.44444444,156,,77.8,30,26
13412,28.51549579,77.22559693,266.55,,266.55,,,,,,
13484,28.70949579,77.22906103,105.9836735,60.6,,219.5,139.5,139.5,89.5,58,35.28571429
13485,28.70549579,77.22906103,95.40530303,47,92,213.9090909,183.6666667,108.5,40.66666667,67,10.5
13486,28.70149579,77.22906103,138.2861111,,284.5,122.7,144,98.75,146.1,,33.66666667
13487,28.69749579,77.22906103,100.781746,,75,157.2222222,226.5,48,128.5,34,36.25
13488,28.69349579,77.22906103,114.0079365,,192.8333333,142,184.2,65.5,134.3888889,39.66666667,39.46666667
13489,28.68949579,77.22906103,132.125,,63.5,193,243,,,,29
13490,28.68549579,77.22906103,162.6666667,,83,204,201,,,,
13491,28.68149579,77.22906103,110.6666667,,69,,229,,,,34
13492,28.67749579,77.22906103,120.3333333,,66.25,194.3333333,193.75,,,,27
13493,28.67349579,77.22906103,147.54,,68.5,150.8,255.4,209,54,,
13494,28.66949579,77.22906103,102.5285344,50.70149254,159.0714286,139.0819672,175.0103093,166.104,86.625,23.36818182,20.26589595
13495,28.66549579,77.22906103,108.2331724,70.76666667,124.2328767,171.9347826,212.4225352,146.2542373,94.44067797,24.93125,20.88235294
13496,28.66149579,77.22906103,121.8429391,40.15,171.5333333,221.8392857,193.0769231,147.952381,110.8653846,53.91111111,35.41509434
13497,28.65749579,77.22906103,206,,,206,,,,,
13501,28.64149579,77.22906103,110.4444444,,81,195,184,83.33333333,77.33333333,,42
13504,28.62949579,77.22906103,67,,,,,,67,,
13505,28.62549579,77.22906103,77.88912546,50.2,75.04761905,108.9230769,139.5769231,132.25,71.61538462,35.5,10
13506,28.62149579,77.22906103,229,,,229,,,,,
13507,28.61749579,77.22906103,62.18,55,79,56.4,,106.5,,,14
13508,28.61349579,77.22906103,111.7083333,110,,164.5,,156,,,16.33333333
13509,28.60949579,77.22906103,84.58333333,102,,,,153,69.33333333,,14
13510,28.60549579,77.22906103,165,,,,,,165,,
13511,28.60149579,77.22906103,138.45,118,,53.5,186,165.25,169.5,,
13512,28.59749579,77.22906103,141.8888889,146,62.66666667,,,217,,,
13513,28.59349579,77.22906103,87,99.66666667,81.33333333,118,,214.6666667,38.33333333,40,17
13514,28.58949579,77.22906103,97.9095949,57.44736842,125.6410256,133.0982143,170.1311475,150.7966102,92.55128205,29.16666667,24.44444444
13519,28.56949579,77.22906103,58,,58,,,,,,
13520,28.56549579,77.22906103,87.61748866,49.83333333,85.72289157,132.9708738,137.5866667,151.9538462,89.30392157,41.73504274,11.83333333
13523,28.55349579,77.22906103,215.5,,215.5,,,,,,
13524,28.54949579,77.22906103,187.6666667,,187.6666667,,,,,,
13525,28.54549579,77.22906103,229,,229,,,,,,
13526,28.54149579,77.22906103,62.61230159,39.26666667,85.35714286,81.5,90.5,,49.25,,29.8
13530,28.52549579,77.22906103,215,,215,,,,,,
13531,28.52149579,77.22906103,209,,209,,,,,,
13604,28.70749579,77.23252513,54.25,70,,,,,52,71,24
13608,28.69149579,77.23252513,457,,457,,,,,,
13612,28.67549579,77.23252513,123.3,,69,56,256,216.5,,,19
13613,28.67149579,77.23252513,117.2941392,69,93.8,120.5,263.0769231,279.9761905,65,22,25
13614,28.66749579,77.23252513,140.6891764,55.77777778,132.1428571,234.9473684,206,371.1632653,83,20.625,21.85714286
13615,28.66349579,77.23252513,89.0181276,56.0625,108.9047619,119.6935484,157.8,126.5384615,77.96153846,39.93421053,25.25
13616,28.65949579,77.23252513,100.5993721,37.66666667,134.03125,138.0222222,151.226087,154.6571429,126.0454545,36.19230769,26.95384615
13618,28.65149579,77.23252513,29,29,,,,,,,
13620,28.64349579,77.23252513,126.1666667,,113,200,265,116,,26,37
13621,28.63949579,77.23252513,65.39761905,23,102.2,139.75,,86.33333333,41.5,16,49
13624,28.62749579,77.23252513,83.58787421,48.82352941,68.09375,102.952381,124.9444444,177,81.88888889,42,23
13625,28.62349579,77.23252513,81.3137453,47,69.18181818,162.4117647,139.8888889,,59.4,,10
13626,28.61949579,77.23252513,62,,,,,,62,,
13627,28.61549579,77.23252513,77.83333333,51.5,,107.5,,166,99,23,20
13628,28.61149579,77.23252513,86.8888889,,,,,178.6666667,68,,14
13630,28.60349579,77.23252513,161.5,,,277,48,153,168,,
13631,28.59949579,77.23252513,47,,,,47,,,,
13632,28.59549579,77.23252513,46,,,,46,,,,
13633,28.59149579,77.23252513,63.30048121,48.61523046,70.86231884,92.1,100.5985816,86.76457883,61.29370629,28.22708333,17.94235033
13634,28.58749579,77.23252513,58.25895266,36.47368421,84.03921569,92.62790698,88.18309859,72.78378378,40.04878049,35.58181818,16.33333333
13635,28.58349579,77.23252513,63.51135999,36.66666667,63.26666667,148.4797688,81.77777778,89.4,54.33333333,11.66666667,22.5
13636,28.57949579,77.23252513,106.3699611,51.87254902,136.46,142.6049383,187.0363636,148.3271605,89.03007519,54.89816701,40.73043478
13637,28.57549579,77.23252513,110.25,,,,,195.5,25,,
13638,28.57149579,77.23252513,26,,,,,,26,,
13639,28.56749579,77.23252513,84.23407353,43.19565217,67.51282051,179.9401709,143.0392157,123.8085106,80.89473684,20.59259259,14.88888889
13640,28.56349579,77.23252513,74.72204727,47.03448276,59.33333333,129.2631579,154.6538462,80.80769231,75.57575758,31,20.10810811
13641,28.55949579,77.23252513,75.77127206,47.46428571,17,149.3,179.2820513,81.14285714,85.43478261,26.40983607,20.13636364
13645,28.54349579,77.23252513,47.58888889,38.66666667,58.5,87,,,27,,26.77777778
13646,28.53949579,77.23252513,72.13888889,40.33333333,150.1666667,82.33333333,97,,,38,25
13647,28.53549579,77.23252513,191,,191,,,,,,
13648,28.53149579,77.23252513,189.8,,189.8,,,,,,
13649,28.52749579,77.23252513,247,,247,,,,,,
13725,28.70549579,77.23598924,93.3,,,55,170.5,87,,94,60
13733,28.67349579,77.23598924,43,43,,,,,,,
13735,28.66549579,77.23598924,118.2709912,41,189.5833333,200.1818182,179.3333333,213.5,86.625,19.77777778,16.16666667
13736,28.66149579,77.23598924,104.9242809,52.54411765,143.6513761,145.4271845,179.9102564,149.9553571,108.3066667,34.18487395,25.41441441
13737,28.65749579,77.23598924,110.7638071,69.02469136,146.5401786,129.3253012,181.8,168.1428571,127.1333333,38.55462185,25.58947368
13738,28.65349579,77.23598924,102.4722143,62.73417722,142.7878788,137.2081911,145.787234,184.9473684,83.7704918,35.74576271,26.79661017
13741,28.64149579,77.23598924,62.63265306,21,100.2857143,144.5,,66,53.5,19.5,33.64285714
13744,28.62949579,77.23598924,50.5,68,,,,,,33,
13745,28.62549579,77.23598924,65.48246855,53.85,70.63076923,91.98360656,119.6363636,52.75,65.67567568,58.33333333,11
13746,28.62149579,77.23598924,68.4,,,,132.2,,43,30,
13747,28.61749579,77.23598924,149,,,,,,149,,
13748,28.61349579,77.23598924,73.5,44,,,,159.5,,,17
13749,28.60949579,77.23598924,50.625,,,85.5,,,,,15.75
13750,28.60549579,77.23598924,114.1766759,42.95833333,132.3898305,189.1034483,216.7142857,153.9375,49.33333333,,14.8
13751,28.60149579,77.23598924,103.3152941,45.17647059,101.525,128.575,91,150.3,,,
13752,28.59749579,77.23598924,26,26,,,,,,,
13753,28.59349579,77.23598924,66.62861444,44.35802469,67.21551724,107.8221477,99.75102041,120.2625,37.55140187,27.00847458,29.05982906
13754,28.58949579,77.23598924,47.63135876,39.88888889,51.5,95.74545455,69.6,64.28571429,40.91176471,10.78571429,8.333333333
13755,28.58549579,77.23598924,42.65,57.8,53.4,59.5,85.5,51.66666667,7,7,19.33333333
13756,28.58149579,77.23598924,67.65811795,32.71428571,121.6,105.875,140.5625,68,32,23.26315789,17.25
13757,28.57749579,77.23598924,113.3236609,50.95774648,140.2542373,152.1948052,216.8269231,198.4814815,91.97802198,21.65648855,34.23958333
13758,28.57349579,77.23598924,60.90580769,42.06666667,78.41666667,92.90909091,87.57142857,77.95652174,63,27.82608696,17.5
13759,28.56949579,77.23598924,53.4801226,48.5,35.18181818,82.65,66.47619048,79.68965517,62.14285714,32.57883817,20.62162162
13760,28.56549579,77.23598924,85.2926857,54.36,73.08928571,147.6744186,140.1666667,135.75,76.77586207,40.88888889,13.63636364
13761,28.56149579,77.23598924,27.81481482,44.66666667,,,,,,21,17.77777778
13762,28.55749579,77.23598924,69.2680728,42.5,,108.875,106.3333333,93.61111111,79.1875,34,20.36956522
13766,28.54149579,77.23598924,66.41835318,42.83333333,88.45,96.11111111,95.66666667,84.5,75.5,33,15.28571429
13845,28.70349579,77.23945334,96.58333333,72,59.5,237.3333333,,,,,17.5
13855,28.66349579,77.23945334,90.97916666,64,153,79.5,167,155.3333333,61,25,23
13856,28.65949579,77.23945334,117.2452381,98.33333333,160.8,,188.25,292,39,24.33333333,18
13857,28.65549579,77.23945334,312,,395,,,,229,,
13858,28.65149579,77.23945334,116.9989547,58.24390244,148.8181818,196.6875,206.8888889,166.1904762,101.0243902,32.78723404,25.35106383
13859,28.64749579,77.23945334,117.2662177,61.74418605,143.1111111,189.5187166,217.7931034,183.6233766,83.72011662,34.26717557,24.35195531
13860,28.64349579,77.23945334,112.6600323,54.09016393,148.2905983,192.612069,186.6666667,145.475,118.4605263,32.37391304,23.31132075
13861,28.63949579,77.23945334,107.4039309,61.36206897,116.0838323,165.06,158.7681159,194.0931034,106.4083333,35.83870968,21.61728395
13862,28.63549579,77.23945334,97.54129391,49.5,106.7692308,143.5277778,166.7222222,148.1578947,113.0625,30.90322581,21.6875
13863,28.63149579,77.23945334,96.64424972,48.65714286,106.6571429,143.8571429,157.1818182,164.6363636,96.85185185,36.09302326,19.2195122
13864,28.62749579,77.23945334,104.4300229,52.90123457,108.2752294,163.0786517,174.8227848,184.8736842,94.51,35.22535211,21.75324675
13865,28.62349579,77.23945334,87.19511567,40.62633452,105.3333333,130.6153846,149.66,126.2156863,93.02469136,31.90625,20.17924528
13866,28.61949579,77.23945334,85.69325038,46.08823529,114.1724138,127.84,154.8888889,123.125,75.86206897,25.1547619,18.41463415
13867,28.61549579,77.23945334,105.8330987,51.25,158.6666667,179.6744186,165.7692308,170.0645161,76.875,24.65384615,19.71111111
13868,28.61149579,77.23945334,107.3666152,75.92248062,117.0707965,175.4574468,172.3103448,169.1862069,100.1818182,27.90909091,20.89473684
13869,28.60749579,77.23945334,103.5990632,40.06493506,123.2952381,160.3944954,196.35,160.9642857,95.15254237,31.31343284,21.25757576
13870,28.60349579,77.23945334,65.63368918,44.86666667,104.125,81.8,68,82.8,76.46666667,45.5826087,21.42857143
13871,28.59949579,77.23945334,85.04765202,36.59259259,108.8831169,120.7741935,178,117.6666667,77.38888889,23.16666667,17.90909091
13872,28.59549579,77.23945334,79.35596169,31.25,137.5,113.3333333,133.7142857,97.42857143,78.42105263,26.78378378,16.41666667
13873,28.59149579,77.23945334,67.61617733,56.84795322,67.535,101.4352518,111.418251,105.4262295,58.05714286,21.42580645,18.78378378
13874,28.58749579,77.23945334,63.13248264,46.74509804,65.66666667,113.1702128,102.5869565,76.46376812,58.87068966,27.5877193,13.96875
13875,28.58349579,77.23945334,60.22744033,44.01639344,59.78,94.34693878,108.125,89.13114754,43.06282723,27.38947368,15.96774194
13876,28.57949579,77.23945334,65.02961872,51.46341463,68.33333333,98.79166667,97.27906977,81.37037037,55.14925373,52.13555556,15.71428571
13877,28.57549579,77.23945334,65.61109015,34.88157895,86.28571429,108.6296296,86.2,95.20689655,70.38297872,26.225,17.07692308
13878,28.57149579,77.23945334,24,,,,,,,24,
13880,28.56349579,77.23945334,130.2138184,51.52380952,176.0366972,149.6666667,198.9259259,165.4864865,116,53.85714286,
13881,28.55949579,77.23945334,81.81626567,44.76190476,,109.5714286,170.65,99,103.8,25.21052632,19.72
13882,28.55549579,77.23945334,84.65248437,52.22222222,,107.8571429,172.4166667,102.3636364,113.9393939,26.09090909,17.67741935
13885,28.54349579,77.23945334,73.55357143,47.875,90.33333333,74.5,113,89,66.66666667,,33.5
13886,28.53949579,77.23945334,64,,,119,,,,,9
13965,28.70549579,77.24291744,208.25,,447,274,71,,,,41
13969,28.68949579,77.24291744,381,,381,,,,,,
13973,28.67349579,77.24291744,38,38,,,,,,,
13976,28.66149579,77.24291744,77.64880953,29,110,66,199.6666667,113,62,29.85714286,11.66666667
13977,28.65749579,77.24291744,56.44,64.2,123,,,,53.5,21,20.5
13978,28.65349579,77.24291744,127.3738095,,395.2857143,150.3333333,,,52,18,21.25
13979,28.64949579,77.24291744,80.825,,66.25,119,,177,,16.75,25.125
13981,28.64149579,77.24291744,98.65252969,47.41935484,91.11363636,134.2647059,153.4864865,194,92.61111111,48.95652174,27.36842105
13982,28.63749579,77.24291744,141.6744149,59.32142857,119.2121212,176.2934783,194.0769231,430.3452381,102.3548387,31.51351351,20.27777778
13983,28.63349579,77.24291744,102.7076231,53.75,102.5,177.8125,167.3888889,163.4444444,111.1818182,25.66666667,19.91666667
13984,28.62949579,77.24291744,101.4585444,50.01435407,110.2712766,152.4778325,164.5225225,166.3018868,112.7124183,36.26229508,19.10576923
13985,28.62549579,77.24291744,105.5767866,43.86666667,110.6545455,152.4561404,159.0869565,222.3576642,90.53333333,45.51612903,20.14285714
13988,28.61349579,77.24291744,124,,,,124,,,,
13991,28.60149579,77.24291744,36,36,,,,,,,
13992,28.59749579,77.24291744,103.8734375,42.9375,160.4444444,177.5555556,193,136.8,82.5,20.75,17
13993,28.59349579,77.24291744,101.9427405,60.62745098,130.8764045,138.9318182,173.1,199.9,60.2,22.90625,29
13995,28.58549579,77.24291744,64.25670882,39.33333333,91.55555556,91.73333333,99.8,94,61.03225806,19.36842105,17.23076923
13996,28.58149579,77.24291744,111,,,,,,111,,
14000,28.56549579,77.24291744,133.4146534,58.36842105,140.8235294,159.3870968,205.8913043,187.6388889,115.46,66.33333333,
14002,28.55749579,77.24291744,34.875,50,,,,,51.66666667,18.33333333,19.5
14003,28.55349579,77.24291744,81.72229202,55.68,,121.2592593,149.5,79.4,116.4444444,31.9,17.87234043
14005,28.54549579,77.24291744,85.06666667,49.83333333,115,110.5,44,106,,,
14006,28.54149579,77.24291744,60.7375,48.16666667,75.6,87.8,50.5,77,88.5,18,40.33333333
14013,28.51349579,77.24291744,56.63475474,,,,,81.94736842,81.6969697,36.15,26.74468085
14085,28.70349579,77.24638154,42.43881857,37.5,63,,,,,42.58860759,26.66666667
14096,28.65949579,77.24638154,60.8,,64,109.5,,,83,26.5,21
14097,28.65549579,77.24638154,97.5,45.66666667,92,133,225,175.3333333,75,22,12
14098,28.65149579,77.24638154,73.74985212,,101,108.2608696,174,33.5,54.66666667,27.25,17.57142857
14099,28.64749579,77.24638154,116.775,,118.5,131.75,303.2,,60.5,69.2,17.5
14100,28.64349579,77.24638154,77.44761904,,80.8,114.3333333,161,29,71,54,32
14101,28.63949579,77.24638154,93.83622106,49.90909091,92.76119403,130.5,160.4328358,133.25,99.109375,54,30.72727273
14102,28.63549579,77.24638154,95.86607143,72,95.625,,137.7142857,,78.125,,
14103,28.63149579,77.24638154,88.25,66.25,85.5,73,102.5,,114,,
14104,28.62749579,77.24638154,75.81288515,46.16666667,76.32352941,139,131,56,64.7,,17.5
14105,28.62349579,77.24638154,204.6666667,,73,,330,,211,,
14113,28.59149579,77.24638154,104.5479485,44.23076923,136.3676471,158.1061947,175.3333333,201.28125,66.27272727,11.66666667,43.125
14114,28.58749579,77.24638154,95.38250849,54.83870968,130.9866667,178.0645161,107.2368421,194.7,37.33333333,17.9,42
14115,28.58349579,77.24638154,117,,,,,,117,,
14119,28.56749579,77.24638154,125.2413385,50.76923077,82.2,175.75,181.5,181.78125,136.6888889,68,
14120,28.56349579,77.24638154,127.9796052,62.71111111,220.3111111,156.6060606,189.6923077,178.3409091,117.7021277,71.47321429,27
14123,28.55149579,77.24638154,68.07311207,65.87804878,,106.1666667,102.6363636,86.95,65.52631579,31.46511628,17.88927336
14125,28.54349579,77.24638154,80.21194452,45.15384615,75.86666667,95,71.8,211.8409091,90.84210526,26.58333333,24.60869565
14126,28.53949579,77.24638154,35,,,,,,,35,
14133,28.51149579,77.24638154,74.52500782,79,,88.88888889,,97.36986301,121.7857143,33.19871795,26.90686275
14205,28.70549579,77.24984564,67.19444445,63,94,,91.5,,58,63.66666667,33
14213,28.67349579,77.24984564,34,34,,,,,,,
14217,28.65749579,77.24984564,107.9444444,,120.3333333,80.33333333,154,202,69,,22
14218,28.65349579,77.24984564,72.0625,,136,109.25,,,,24,19
14219,28.64949579,77.24984564,64.25,,,104,,,61,27.75,
